customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score,purchase_year,estimated_profit
231,Alano Caldecot,48,Female,281-498-0780,Vijayawada,28.4.2021,Electronics,99463,Cash,52,2021,9946.300000000001
232,Cissy Burwood,26,Female,322-486-8153,Vijayawada,2.4.2021,Electronics,69337,Cash,4,2021,6933.700000000001
233,Nichole L'Homme,20,Unknown,442-226-6692,Kurnool,27.11.2022,Toys,45074,Credit card,35,2022,4507.400000000001
234,Anabal Windrum,43,Male,602-309-8851,Guntur,17.8.2021,Groceries,32639,Cash,22,2021,3263.9
235,Shermy Portal,43,Unknown,412-256-3906,Chittor,23.2.2023,Electronics,77247,Credit card,24,2023,7724.700000000001
236,Base Cavnor,47,Unknown,689-675-3079,Vizag,21.4.2022,Toys,97226,Cash,61,2022,9722.6
237,Carlo Formie,51,Female,797-882-7927,Vijayawada,13.1.2021,Home Appliances,96444,Cash,33,2021,9644.4
238,Oran Bladge,57,Female,958-437-7696,Chittor,2.1.2022,Books,84974,Credit card,73,2022,8497.4
239,Fee Hucknall,39,Male,259-889-2387,Vizag,24.4.2021,Groceries,54977,Cash,49,2021,5497.700000000001
240,Gian Silby,47,Male,260-902-6181,Guntur,19.7.2021,Toys,73499,Cash,24,2021,7349.900000000001
241,Aloysia Sarle,40,Female,289-960-5048,Kurnool,3.7.2023,Books,53403,Mobile payment,39,2023,5340.3
242,Pam Bolus,42,Male,750-497-4462,Vizag,19.8.2022,Home Appliances,55727,Credit card,52,2022,5572.700000000001
243,Kendricks De Domenicis,30,Female,683-975-3356,Vijayawada,25.10.2022,Groceries,61129,Credit card,21,2022,6112.900000000001
244,Marlane Brazel,32,Female,282-260-1442,Kurnool,21.10.2023,Books,15075,Cash,90,2023,1507.5
245,Henrieta Cooper,31,Female,977-657-1048,Vijayawada,16.8.2022,Books,33700,Cash,25,2022,3370.0
246,Gardie Nanuccioi,21,Male,436-524-1549,Kurnool,22.6.2023,Groceries,47700,Cash,78,2023,4770.0
247,Ginnifer Tooher,18,Female,590-587-0879,Unkown,13.12.2022,Electronics,23163,Mobile payment,17,2022,2316.3
248,Saree Casseldine,24,Unknown,571-135-6392,Vijayawada,25.8.2021,Toys,86375,Cash,90,2021,8637.5
249,Isa Avo,45,Female,949-879-0091,Chittor,28.5.2022,Books,68606,Credit card,46,2022,6860.6
250,Trumaine Botfield,52,Male,315-875-1337,Vizag,21.7.2023,Electronics,48004,Cash,83,2023,4800.400000000001
251,Thornie Mallebone,40,Female,769-583-2588,Vijayawada,26.1.2021,Clothing,63666,Cash,3,2021,6366.6
252,Kerrie Bumpass,39,Female,798-706-7151,Kurnool,28.8.2021,Electronics,18193,Credit card,7,2021,1819.3000000000002
253,Sharline Pashba,55,Male,343-754-7385,Kurnool,4.6.2021,Groceries,56991,Credit card,66,2021,5699.1
254,Bobina Romain,52,Male,619-794-2040,Vizag,22.12.2022,Books,89028,Credit card,64,2022,8902.800000000001
255,Juliane Swetland,38,Male,165-364-5564,Guntur,29.11.2023,Groceries,98798,Mobile payment,6,2023,9879.800000000001
256,Susan Filkov,55,Male,780-934-5215,Guntur,14.4.2022,Home Appliances,81334,Credit card,63,2022,8133.400000000001
257,Witty Whitelock,58,Male,916-174-5493,Vizag,21.11.2022,Home Appliances,88010,Cash,75,2022,8801.0
258,Orlando Gribben,38,Male,163-390-5613,Chittor,2.7.2021,Groceries,90025,Credit card,85,2021,9002.5
259,Gusella Macbeth,20,Female,755-582-8432,Kurnool,8.1.2022,Electronics,68522,Mobile payment,67,2022,6852.200000000001
260,Danie Lincey,31,Female,864-738-5062,Vijayawada,22.12.2023,Toys,10740,Credit card,53,2023,1074.0
261,Lavina Huncote,43,Unknown,866-536-4051,Vijayawada,1.7.2022,Groceries,60795,Cash,27,2022,6079.5
262,Marys Kemery,39,Male,808-514-2539,Guntur,8.9.2021,Books,54156,Credit card,51,2021,5415.6
263,Delaney Foy,41,Female,854-839-5638,Kurnool,21.7.2021,Electronics,50050,Mobile payment,47,2021,5005.0
264,Emilio Tregaskis,55,Female,107-762-0633,Vijayawada,17.2.2023,Home Appliances,39388,Credit card,66,2023,3938.8
265,Ginger Aleksahkin,25,Female,742-464-0798,Kurnool,7.7.2022,Toys,23118,Credit card,1,2022,2311.8
266,Isaak Bonham,16,Female,686-228-5053,Vijayawada,21.5.2022,Books,79916,Cash,42,2022,7991.6
267,Daria Surmon,23,Female,989-955-9845,Chittor,4.8.2023,Electronics,53120,Credit card,84,2023,5312.0
268,Hill Edmonston,30,Female,561-999-1123,Guntur,26.4.2021,Groceries,61950,Cash,33,2021,6195.0
269,Bale Beeton,26,Female,823-456-1626,Chittor,13.4.2021,Clothing,90330,Credit card,33,2021,9033.0
270,Jacenta Klass,52,Male,246-862-0164,Vizag,21.4.2023,Electronics,95357,Credit card,30,2023,9535.7
271,Shanna Tutton,32,Unknown,881-571-6586,Kurnool,10.2.2021,Unkown,87333,Cash,84,2021,8733.300000000001
272,Deck Tickle,56,Female,386-292-0752,Kurnool,15.12.2023,Groceries,16926,Mobile payment,78,2023,1692.6000000000001
273,Nevin Busain,41,Female,399-793-6088,Vizag,24.1.2022,Electronics,25858,Cash,13,2022,2585.8
274,Garwood Milkins,51,Female,191-807-3505,Vijayawada,7.5.2021,Clothing,86663,Mobile payment,2,2021,8666.300000000001
275,Lorry Bowkley,54,Male,337-128-9152,Chittor,10.9.2021,Groceries,66871,Cash,45,2021,6687.1
276,Devi Pollicatt,16,Female,580-977-4319,Kurnool,23.11.2021,Books,34105,Credit card,16,2021,3410.5
277,Aryn Considine,44,Male,857-306-7802,Chittor,2.8.2023,Groceries,55023,Credit card,19,2023,5502.3
278,Mathilda Booeln,38,Male,641-199-8211,Vijayawada,6.2.2022,Books,59523,Cash,5,2022,5952.3
279,Theo Stansbie,18,Male,543-640-6440,Unkown,17.2.2021,Toys,54156,Credit card,79,2021,5415.6
280,Kris MacNish,59,Female,686-107-3111,Guntur,23.9.2021,Groceries,40542,Credit card,3,2021,4054.2000000000003
281,Lewes Lacasa,47,Female,745-768-7470,Vijayawada,8.4.2023,Home Appliances,60768,Credit card,36,2023,6076.8
282,Elga Charer,15,Female,202-208-8068,Guntur,14.12.2023,Electronics,21948,Cash,22,2023,2194.8
283,Margaret Page,19,Female,748-785-9405,Vijayawada,27.10.2022,Groceries,53650,Mobile payment,67,2022,5365.0
284,Fransisco Farloe,24,Female,463-502-4768,Vijayawada,17.3.2022,Toys,69631,Credit card,7,2022,6963.1
285,Teddie Lumbley,29,Male,660-790-0778,Chittor,6.3.2023,Groceries,69173,Mobile payment,11,2023,6917.3
286,Rodge Sidary,44,Male,499-291-2770,Vizag,28.12.2021,Books,97545,Cash,60,2021,9754.5
287,Mattheus Byram,27,Female,692-312-5917,Vijayawada,3.10.2023,Books,67363,Cash,79,2023,6736.3
288,Tybi Ireson,47,Female,827-283-1008,Vijayawada,27.10.2021,Electronics,42225,Cash,87,2021,4222.5
289,Richmond Stoney,30,Female,179-738-1237,Kurnool,4.12.2023,Groceries,88419,Cash,1,2023,8841.9
290,Ewan Oene,25,Female,912-993-9648,Vijayawada,24.11.2023,Groceries,56565,Cash,56,2023,5656.5
291,Bernie Gouck,19,Female,601-945-7049,Vizag,1.5.2022,Home Appliances,23434,Mobile payment,72,2022,2343.4
292,Jackson McAless,44,Female,724-557-2201,Kurnool,16.7.2023,Home Appliances,29188,Credit card,1,2023,2918.8
293,Lucille Corzon,45,Male,783-119-4166,Kurnool,18.7.2023,Electronics,77300,Credit card,14,2023,7730.0
294,Thorndike Messer,26,Unknown,914-242-2660,Guntur,25.9.2022,Electronics,54156,Mobile payment,13,2022,5415.6
295,Helen-elizabeth Seymark,38,Female,990-876-5402,Vizag,18.4.2023,Electronics,87353,Credit card,9,2023,8735.300000000001
296,Josephina Newport,54,Female,429-412-9286,Vizag,20.3.2023,Toys,38173,Cash,22,2023,3817.3
297,Ardyce Ussher,19,Female,489-548-5711,Guntur,10.11.2022,Home Appliances,81288,Credit card,17,2022,8128.8
298,Milzie Spalls,53,Male,788-410-8016,Unkown,26.12.2023,Electronics,39942,Cash,86,2023,3994.2000000000003
299,Marthe Gosby,41,Female,653-571-9106,Guntur,7.5.2023,Home Appliances,47765,Cash,34,2023,4776.5
300,Lacey Chilles,15,Unknown,812-162-3556,Vijayawada,27.9.2021,Books,75334,Mobile payment,82,2021,7533.400000000001
301,Granger Thewless,50,Male,614-184-1522,Vijayawada,5.7.2023,Books,39970,Credit card,19,2023,3997.0
302,Hadrian Dickie,51,Unknown,829-916-3201,Vizag,25.12.2021,Clothing,21294,Cash,4,2021,2129.4
303,Myrvyn Partkya,53,Male,470-572-1575,Kurnool,13.4.2022,Books,94974,Credit card,33,2022,9497.4
304,Eda Cromarty,28,Female,135-632-1026,Vijayawada,15.4.2023,Electronics,68591,Mobile payment,72,2023,6859.1
305,Waldo Harbord,17,Female,954-694-8956,Chittor,3.10.2022,Toys,36977,Cash,53,2022,3697.7000000000003
306,Porter Lozano,52,Female,350-404-0510,Vijayawada,28.11.2023,Groceries,99307,Mobile payment,66,2023,9930.7
307,Rhett Troke,23,Female,580-327-5736,Vijayawada,3.5.2021,Books,74572,Cash,19,2021,7457.200000000001
308,Vanya Greenhough,18,Unknown,766-476-2309,Chittor,15.1.2021,Unkown,77866,Cash,10,2021,7786.6
309,Rhys Swiffen,33,Female,148-444-6307,Guntur,16.6.2022,Groceries,58351,Cash,69,2022,5835.1
310,Vivi Swaby,16,Unknown,873-974-2935,Vijayawada,16.6.2023,Groceries,70722,Cash,57,2023,7072.200000000001
311,Brena Sysland,49,Female,882-737-6925,Vijayawada,28.1.2022,Groceries,25229,Mobile payment,46,2022,2522.9
312,Phoebe Noar,31,Female,579-276-5262,Kurnool,16.2.2023,Electronics,21664,Mobile payment,75,2023,2166.4
313,Ephraim Bodocs,28,Male,601-262-0626,Chittor,30.5.2023,Books,54309,Credit card,58,2023,5430.900000000001
314,Jocko Schlag,28,Unknown,244-895-6073,Vijayawada,8.2.2022,Books,47450,Cash,80,2022,4745.0
315,Scottie Blowfield,31,Female,687-394-0221,Chittor,4.11.2022,Books,78850,Credit card,57,2022,7885.0
316,Eddy McGrah,55,Unknown,523-561-5173,Vijayawada,19.7.2022,Books,32350,Credit card,30,2022,3235.0
317,Bondy Fronks,52,Male,334-722-8879,Guntur,17.3.2022,Clothing,34761,Cash,79,2022,3476.1000000000004
318,Margaretta Sandes,50,Female,815-983-3580,Kurnool,19.6.2022,Home Appliances,29255,Cash,64,2022,2925.5
319,Demetrius Hargreave,30,Female,911-224-8952,Kurnool,27.7.2022,Groceries,64967,Mobile payment,24,2022,6496.700000000001
320,Nathanial Pledger,58,Unknown,734-421-7971,Vizag,15.9.2021,Groceries,96517,Mobile payment,71,2021,9651.7
321,Jaynell Wrintmore,29,Male,740-805-3880,Chittor,1.4.2021,Clothing,35834,Cash,78,2021,3583.4
322,Oralia Bunclark,48,Male,267-540-3512,Vijayawada,24.12.2023,Clothing,33840,Cash,90,2023,3384.0
323,George Wilmott,54,Male,225-168-3211,Kurnool,17.3.2021,Books,27674,Cash,51,2021,2767.4
324,Kora Reach,16,Female,330-696-2506,Vijayawada,22.9.2021,Books,65026,Cash,44,2021,6502.6
325,Meara Foxworthy,44,Female,750-179-9837,Vijayawada,6.2.2023,Electronics,36050,Mobile payment,81,2023,3605.0
326,Eyde Zanitti,47,Unknown,783-945-2508,Chittor,8.2.2022,Home Appliances,30910,Cash,28,2022,3091.0
327,Bert Alster,16,Female,910-312-3443,Chittor,27.11.2023,Electronics,45521,Mobile payment,74,2023,4552.1
328,Merry Coathup,57,Female,719-120-5427,Kurnool,13.10.2021,Toys,46362,Cash,1,2021,4636.2
329,Reynard Tarbath,21,Female,432-275-1175,Vizag,5.8.2023,Toys,69440,Cash,78,2023,6944.0
330,Randolf Pounsett,35,Female,513-384-0256,Kurnool,21.1.2023,Clothing,69131,Cash,2,2023,6913.1
331,Jenda McQuillan,51,Unknown,451-685-5959,Vizag,29.9.2021,Toys,30314,Cash,24,2021,3031.4
332,Paquito Sherwen,19,Unknown,555-133-4241,Vizag,30.10.2022,Books,33450,Cash,67,2022,3345.0
333,Elwyn MacKaig,45,Female,974-866-2537,Guntur,6.11.2022,Clothing,16181,Mobile payment,43,2022,1618.1000000000001
334,Celene De Caroli,38,Female,476-994-5177,Vizag,3.8.2021,Home Appliances,54156,Mobile payment,90,2021,5415.6
335,Chantalle Motte,57,Male,422-994-4966,Kurnool,10.4.2022,Toys,14450,Cash,24,2022,1445.0
336,Dexter Apted,48,Unknown,222-827-2125,Kurnool,26.5.2023,Electronics,64815,Mobile payment,56,2023,6481.5
337,Patrizius Wreakes,33,Female,654-266-3261,Kurnool,23.10.2023,Electronics,87221,Cash,51,2023,8722.1
338,Bridie Gregan,16,Unknown,488-228-1064,Chittor,7.6.2021,Groceries,21703,Credit card,6,2021,2170.3
339,Ralina Macvey,32,Female,591-559-7553,Chittor,8.1.2021,Groceries,22408,Credit card,38,2021,2240.8
340,Matthiew McMurty,32,Male,878-918-4682,Unkown,5.5.2022,Unkown,54156,Cash,96,2022,5415.6
341,Axel O'Bradain,58,Female,904-544-8411,Kurnool,15.8.2023,Books,90860,Mobile payment,87,2023,9086.0
342,Sibella Dulake,16,Unknown,860-561-5197,Vizag,21.3.2022,Electronics,72468,Cash,27,2022,7246.8
343,Feliks Keable,33,Female,557-360-6308,Kurnool,23.3.2023,Electronics,26084,Mobile payment,51,2023,2608.4
344,Kirby De Metz,33,Male,126-632-0345,Kurnool,20.1.2021,Electronics,36593,Credit card,29,2021,3659.3
345,Winnifred Huikerby,58,Female,401-517-1213,Chittor,15.10.2022,Home Appliances,90486,Mobile payment,22,2022,9048.6
346,Alecia Wiggett,45,Female,596-772-1644,Vizag,7.5.2023,Home Appliances,71814,Cash,71,2023,7181.400000000001
347,Kelsy Middiff,48,Male,912-249-3332,Vijayawada,8.6.2023,Groceries,37357,Cash,92,2023,3735.7000000000003
348,Charita Deekes,21,Female,433-588-9459,Vijayawada,11.8.2021,Groceries,13498,Cash,57,2021,1349.8000000000002
349,Franz Glanester,25,Male,992-186-0320,Kurnool,17.10.2021,Books,54156,Cash,56,2021,5415.6
350,Pandora Varley,37,Male,901-550-4212,Guntur,9.1.2021,Groceries,31491,Cash,72,2021,3149.1000000000004
351,Gerek De La Hay,32,Unknown,562-317-7275,Kurnool,24.1.2021,Groceries,80624,Cash,90,2021,8062.400000000001
352,Anabal McElory,31,Female,292-760-9458,Chittor,19.6.2022,Groceries,61049,Credit card,36,2022,6104.900000000001
353,Ardys Maria,32,Female,280-868-1345,Kurnool,15.2.2022,Home Appliances,57278,Mobile payment,7,2022,5727.8
354,Binnie Tombleson,38,Unknown,213-110-9337,Kurnool,24.1.2023,Home Appliances,26711,Mobile payment,67,2023,2671.1000000000004
355,Carlye Kerins,27,Male,931-388-0296,Guntur,7.3.2021,Groceries,82485,Cash,80,2021,8248.5
356,Bambi Fone,26,Male,637-633-3896,Guntur,28.5.2022,Groceries,58446,Credit card,77,2022,5844.6
357,Harrie Randerson,20,Female,510-695-4214,Vizag,26.11.2021,Books,63680,Mobile payment,89,2021,6368.0
358,Stefano Lamburne,49,Female,628-791-7860,Vijayawada,28.11.2022,Groceries,14655,Cash,37,2022,1465.5
359,Courtenay Crees,35,Female,372-943-1392,Kurnool,1.6.2023,Clothing,31018,Mobile payment,59,2023,3101.8
360,Candice Grave,21,Female,368-663-7658,Guntur,1.10.2021,Toys,27501,Mobile payment,57,2021,2750.1000000000004
361,Ajay Shepperd,31,Female,826-464-5537,Kurnool,26.7.2022,Home Appliances,99801,Cash,14,2022,9980.1
362,Rachelle Capeling,18,Female,209-650-7592,Guntur,15.1.2021,Groceries,53024,Cash,36,2021,5302.400000000001
363,Freida Carrick,59,Male,532-677-0530,Guntur,10.3.2023,Books,34704,Cash,11,2023,3470.4
364,Tracy Lucus,17,Female,934-751-6129,Kurnool,8.6.2022,Groceries,94812,Cash,53,2022,9481.2
365,Norina Caghan,25,Unknown,929-533-8261,Vijayawada,17.3.2022,Books,29963,Cash,2,2022,2996.3
366,Mahmud Skippon,60,Unknown,673-986-4587,Guntur,26.6.2021,Home Appliances,88530,Cash,39,2021,8853.0
367,Dame Niezen,40,Unknown,559-643-5772,Vijayawada,18.5.2021,Groceries,19517,Credit card,9,2021,1951.7
368,Alleen Girodias,32,Female,116-741-8631,Chittor,3.3.2021,Books,54156,Cash,62,2021,5415.6
369,Barrie Colliver,16,Female,593-631-5190,Vizag,2.5.2022,Groceries,75770,Cash,71,2022,7577.0
370,Kynthia Riddell,40,Male,558-541-1487,Vizag,16.3.2022,Clothing,44090,Cash,26,2022,4409.0
371,Irma Birtwell,48,Unknown,332-881-3109,Chittor,10.8.2022,Electronics,49847,Cash,89,2022,4984.700000000001
372,Edmon Roulston,42,Female,358-392-2091,Kurnool,6.5.2022,Books,72802,Mobile payment,89,2022,7280.200000000001
373,Kath Bunting,50,Female,594-949-4617,Guntur,30.3.2022,Books,21918,Credit card,80,2022,2191.8
374,Dredi Burberow,48,Female,620-379-2535,Vijayawada,6.2.2023,Toys,75284,Cash,37,2023,7528.400000000001
375,Charis Fyfield,21,Female,276-295-3431,Vijayawada,7.9.2023,Groceries,90718,Mobile payment,67,2023,9071.800000000001
376,Packston Tamas,49,Male,240-343-9799,Guntur,15.2.2023,Groceries,56350,Cash,93,2023,5635.0
377,Chaddie Roset,43,Female,540-297-8753,Kurnool,20.9.2021,Home Appliances,49035,Credit card,26,2021,4903.5
378,Winnifred Steiner,27,Female,169-712-3799,Kurnool,15.2.2022,Books,12416,Mobile payment,94,2022,1241.6000000000001
379,Cam Scrinage,59,Female,907-144-5219,Vijayawada,18.11.2022,Unkown,24051,Credit card,3,2022,2405.1
380,Oliy Potkins,42,Male,512-289-5415,Guntur,15.9.2021,Electronics,58277,Mobile payment,86,2021,5827.700000000001
381,Tiffanie Dearth,21,Female,921-414-4823,Kurnool,18.1.2023,Clothing,26868,Cash,21,2023,2686.8
382,Ansel Gasking,34,Unknown,521-187-4307,Vijayawada,8.5.2021,Toys,99665,Cash,32,2021,9966.5
383,Lira Luto,55,Female,252-322-8002,Kurnool,5.4.2021,Books,32869,Mobile payment,3,2021,3286.9
384,Milissent Luscott,57,Female,262-675-9814,Unkown,18.7.2022,Home Appliances,75900,Credit card,55,2022,7590.0
385,Jany Muir,60,Female,498-556-6344,Kurnool,26.12.2022,Books,78819,Cash,27,2022,7881.900000000001
386,Sylvia Cay,17,Female,636-965-8695,Kurnool,3.2.2023,Electronics,62426,Mobile payment,40,2023,6242.6
387,Dino Robers,17,Female,747-517-7914,Kurnool,13.9.2021,Electronics,31228,Cash,89,2021,3122.8
388,Hilly Piddlehinton,49,Female,666-337-8156,Kurnool,21.5.2023,Electronics,75358,Mobile payment,10,2023,7535.8
389,Llywellyn Bowmer,38,Female,795-719-0947,Vijayawada,21.1.2023,Electronics,50549,Mobile payment,29,2023,5054.900000000001
390,Chandra Klimecki,59,Unknown,918-524-7423,Chittor,7.5.2022,Electronics,89543,Mobile payment,9,2022,8954.300000000001
391,Thebault Antonopoulos,18,Unknown,418-918-8818,Chittor,18.6.2023,Electronics,38609,Mobile payment,97,2023,3860.9
392,Lorri Zaczek,20,Female,612-734-0253,Vizag,17.4.2022,Electronics,52962,Cash,53,2022,5296.200000000001
393,Adara Rothery,31,Female,592-187-8054,Unkown,17.3.2023,Groceries,81791,Cash,41,2023,8179.1
394,Leonhard Gilogly,55,Male,842-624-6073,Kurnool,16.8.2021,Groceries,44809,Cash,22,2021,4480.900000000001
395,Rance Leebeter,20,Male,985-939-6376,Vizag,3.11.2022,Toys,62398,Cash,81,2022,6239.8
396,Sioux Benedit,49,Female,803-595-4560,Kurnool,14.3.2023,Clothing,40352,Cash,98,2023,4035.2000000000003
397,Noni Sollis,44,Female,280-435-5175,Kurnool,8.1.2023,Electronics,72467,Cash,88,2023,7246.700000000001
398,Madonna Westell,46,Female,413-155-7520,Vizag,16.10.2021,Electronics,74005,Mobile payment,50,2021,7400.5
399,Brina Gawkes,56,Unknown,881-267-9966,Vijayawada,15.12.2021,Electronics,93289,Credit card,48,2021,9328.9
400,Tom Hedgeley,40,Female,868-817-1769,Vijayawada,12.1.2023,Groceries,34652,Cash,67,2023,3465.2000000000003
401,Marissa Whitelaw,22,Female,232-348-2430,Vizag,28.4.2023,Toys,70790,Cash,64,2023,7079.0
402,Cynde Brotherheed,28,Female,143-609-9345,Vijayawada,15.2.2022,Electronics,68489,Cash,71,2022,6848.900000000001
403,Emlyn Allon,50,Male,827-854-2819,Guntur,10.5.2023,Toys,54156,Mobile payment,26,2023,5415.6
404,Itch Martineau,34,Unknown,159-351-9896,Vizag,14.9.2022,Clothing,47857,Mobile payment,11,2022,4785.7
405,Hatty Prowse,51,Male,436-891-0305,Vijayawada,15.4.2021,Groceries,92417,Cash,80,2021,9241.7
406,Inez Behr,50,Female,494-196-2247,Guntur,19.11.2023,Groceries,27491,Credit card,48,2023,2749.1000000000004
407,Lydon Jemmett,32,Female,735-599-3401,Vijayawada,11.2.2021,Groceries,94627,Cash,37,2021,9462.7
408,Maryjane Kadd,35,Unknown,928-354-3183,Vizag,7.5.2021,Electronics,54094,Cash,30,2021,5409.400000000001
409,Isis Milsap,49,Male,610-786-3043,Kurnool,9.6.2022,Books,88711,Cash,27,2022,8871.1
410,Babb Turle,18,Unknown,538-590-0010,Guntur,6.2.2022,Electronics,46682,Cash,88,2022,4668.2
411,Brittani Poulney,18,Unknown,142-864-0041,Kurnool,21.12.2021,Groceries,32398,Mobile payment,67,2021,3239.8
412,Elsbeth Niblock,16,Female,270-152-6512,Guntur,29.4.2022,Unkown,53716,Credit card,74,2022,5371.6
413,Morse Oakden,38,Unknown,227-480-1691,Guntur,7.9.2023,Home Appliances,73600,Mobile payment,5,2023,7360.0
414,Britt Pymar,25,Male,894-632-5234,Vijayawada,2.2.2022,Books,31971,Mobile payment,73,2022,3197.1000000000004
415,Wynnie Baudoux,59,Unknown,317-964-3037,Vijayawada,19.5.2022,Groceries,99106,Cash,1,2022,9910.6
416,Candida Batrop,17,Unknown,985-542-9386,Chittor,22.3.2021,Groceries,48250,Mobile payment,87,2021,4825.0
417,Mattie Lowrey,40,Female,624-485-2408,Vizag,29.11.2023,Groceries,72881,Cash,89,2023,7288.1
418,Petra Dodgson,29,Female,511-246-7650,Kurnool,2.6.2022,Groceries,18593,Cash,72,2022,1859.3000000000002
419,Ame Tomasz,46,Male,104-131-3484,Chittor,26.2.2022,Home Appliances,69532,Cash,100,2022,6953.200000000001
420,Stanislas Rotherham,47,Unknown,205-660-5866,Guntur,16.1.2022,Books,22067,Mobile payment,87,2022,2206.7000000000003
421,Robby Skilling,52,Unknown,459-836-9254,Vijayawada,6.4.2021,Home Appliances,69374,Cash,69,2021,6937.400000000001
422,Mead Ashingden,60,Unknown,584-150-0958,Chittor,18.2.2021,Home Appliances,29261,Mobile payment,36,2021,2926.1000000000004
423,Warner Le Provost,44,Female,277-717-8872,Vijayawada,18.11.2023,Groceries,16020,Mobile payment,6,2023,1602.0
424,Timothee Smees,21,Female,335-667-6513,Vijayawada,16.12.2022,Toys,98673,Cash,86,2022,9867.300000000001
425,Tiphany Radband,60,Female,759-850-4815,Vizag,12.5.2023,Toys,82478,Cash,67,2023,8247.800000000001
426,Curt Danilin,23,Unknown,859-373-9349,Chittor,27.3.2022,Electronics,82929,Mobile payment,61,2022,8292.9
427,Obediah Sidebotton,36,Female,268-814-9132,Chittor,27.12.2021,Clothing,10294,Cash,10,2021,1029.4
428,Corbet Tomkin,34,Female,426-220-4676,Vijayawada,23.12.2023,Home Appliances,38428,Credit card,49,2023,3842.8
429,Broderic Hotchkin,56,Female,720-528-3166,Kurnool,10.8.2022,Electronics,18144,Cash,62,2022,1814.4
430,Sapphire Print,43,Female,332-576-2282,Kurnool,3.11.2021,Books,30221,Credit card,51,2021,3022.1000000000004
431,Ximenes Claxton,41,Unknown,561-981-6633,Chittor,29.12.2021,Groceries,62872,Cash,42,2021,6287.200000000001
432,Eamon Crankshaw,24,Female,733-852-6048,Vizag,15.2.2022,Unkown,15983,Cash,98,2022,1598.3000000000002
433,Siegfried MacLese,51,Unknown,431-771-5313,Vijayawada,6.12.2023,Groceries,93264,Mobile payment,32,2023,9326.4
434,Bernetta Lilliman,29,Female,301-417-8824,Vijayawada,10.12.2021,Groceries,14330,Cash,54,2021,1433.0
435,Edithe Roughan,51,Female,473-493-0015,Vizag,6.12.2021,Groceries,56210,Mobile payment,81,2021,5621.0
436,Aurel Goede,38,Female,518-192-3140,Chittor,12.8.2023,Groceries,48740,Mobile payment,26,2023,4874.0
437,Neron Ciccottini,27,Female,778-132-7754,Kurnool,18.2.2022,Groceries,38361,Credit card,99,2022,3836.1000000000004
438,Reta Kleis,44,Male,886-368-0691,Kurnool,8.10.2023,Clothing,54156,Mobile payment,5,2023,5415.6
439,Sigfrid Boich,19,Male,393-780-0201,Vijayawada,21.8.2023,Unkown,31123,Cash,22,2023,3112.3
440,Trevar Cappel,28,Unknown,723-299-9558,Kurnool,21.2.2021,Toys,64136,Credit card,40,2021,6413.6
441,Hoyt Darrow,16,Male,742-978-0254,Guntur,19.7.2021,Groceries,93308,Cash,55,2021,9330.800000000001
442,Lise Jandak,30,Male,777-565-3254,Vijayawada,2.10.2021,Electronics,91159,Cash,71,2021,9115.9
443,Remus Blitzer,46,Male,460-983-8847,Chittor,3.12.2021,Books,20426,Cash,61,2021,2042.6000000000001
444,Alexio Punt,39,Male,994-764-7701,Vijayawada,17.7.2021,Groceries,11339,Credit card,74,2021,1133.9
445,Audy Sapp,18,Female,485-156-6036,Kurnool,9.2.2023,Home Appliances,86177,Cash,49,2023,8617.7
446,Malachi Farlam,46,Female,764-345-9000,Kurnool,28.2.2023,Clothing,26617,Cash,29,2023,2661.7000000000003
447,Sherlock Reignould,43,Male,225-947-0700,Kurnool,22.1.2023,Electronics,11338,Mobile payment,72,2023,1133.8
448,Cherey Poel,21,Female,670-374-7295,Vijayawada,25.4.2021,Books,43630,Credit card,84,2021,4363.0
449,Tadeas MacArd,24,Female,834-273-5727,Kurnool,7.5.2021,Toys,72104,Mobile payment,6,2021,7210.400000000001
450,Hulda Babbidge,45,Unknown,813-315-5141,Chittor,24.9.2021,Books,12765,Cash,66,2021,1276.5
451,Lynde Spurr,37,Male,924-720-8368,Vijayawada,13.11.2023,Groceries,77234,Mobile payment,68,2023,7723.400000000001
452,Kimbra Peachey,32,Unknown,405-125-3808,Vijayawada,5.1.2022,Books,51756,Credit card,12,2022,5175.6
453,Ives Rishworth,45,Unknown,108-552-3423,Kurnool,3.1.2023,Groceries,36110,Cash,19,2023,3611.0
454,Esdras Arundel,34,Male,355-363-8655,Chittor,28.9.2021,Groceries,43210,Mobile payment,2,2021,4321.0
455,Bibby Favelle,30,Female,965-988-0571,Kurnool,19.5.2022,Clothing,49891,Cash,45,2022,4989.1
456,Tamera Clutten,35,Female,965-260-3525,Vijayawada,27.1.2021,Books,40262,Cash,97,2021,4026.2000000000003
457,Georgianna Birdwhistle,28,Unknown,797-167-6854,Kurnool,8.10.2023,Home Appliances,35487,Cash,3,2023,3548.7000000000003
458,Peadar Wyld,23,Female,440-429-7473,Vijayawada,12.7.2023,Electronics,36964,Cash,4,2023,3696.4
459,Nikolia Havvock,30,Unknown,318-535-2715,Chittor,8.8.2021,Unkown,10526,Mobile payment,36,2021,1052.6000000000001
460,Shadow Vedstra,37,Female,325-127-8970,Vijayawada,12.3.2022,Books,40326,Cash,43,2022,4032.6000000000004
